"Código técnico";"Formulario REM";Sección;Columna;"Nombre funcional de la variable";"Tipo de regla";Descripción;"Lógica resumida";"Fórmula Excel (técnico)";"Rango de filas";"Nivel de importancia";Estado;Fuente;"Observación para revisión";"Validado por Estadística";"Comentario Estadística"
a32_b_e_sum_equals;A32;B;E;"Otros profesionales";"Suma igual al Total";"Valida que la suma de las columnas E sea igual al total de la columna E (Filas 19–23). Variable: Otros profesionales. De lo contrario, se marca como observación.";"Suma(E) = Columna E";;"Filas 19–23";Error;Activa;"Estructura Excel";;;
a32_c_b_sum_equals;A32;C;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 28). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 28";Error;Activa;"Estructura Excel";;;
a32_d.2_ap_sum_equals;A32;D.2;AP;Beneficiarios;"Suma igual al Total";"Valida que la suma de las columnas AP sea igual al total de la columna AP (Filas 95–103). Variable: Beneficiarios. De lo contrario, se marca como observación.";"Suma(AP) = Columna AP";;"Filas 95–103";Error;Activa;"Estructura Excel";;;
a32_d.2_aq_sum_equals;A32;D.2;AQ;"Total Controles (incluidos en grupo de edad)";"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 95–103). Variable: Total Controles (incluidos en grupo de edad). De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 95–103";Error;Activa;"Estructura Excel";;;
a32_d.2_ar_sum_equals;A32;D.2;AR;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 95–103). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 95–103";Error;Activa;"Estructura Excel";;;
a32_d.2_as_sum_equals;A32;D.2;AS;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AS sea igual al total de la columna AS (Filas 95–103). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AS) = Columna AS";;"Filas 95–103";Error;Activa;"Estructura Excel";;;
a32_d.2_at_sum_equals;A32;D.2;AT;"Columna AT";"Suma igual al Total";"Valida que la suma de las columnas AT sea igual al total de la columna AT (Filas 95–103). Variable: Columna AT. De lo contrario, se marca como observación.";"Suma(AT) = Columna AT";;"Filas 95–103";Error;Activa;"Estructura Excel";;;
a32_d.2_au_sum_equals;A32;D.2;AU;"Consultorías resueltas vía remota";"Suma igual al Total";"Valida que la suma de las columnas AU sea igual al total de la columna AU (Filas 95–103). Variable: Consultorías resueltas vía remota. De lo contrario, se marca como observación.";"Suma(AU) = Columna AU";;"Filas 95–103";Error;Activa;"Estructura Excel";;;
a32_d1_am_sum_equals;A32;D1;AM;"Columna AM";"Suma igual al Total";"Valida que la suma de las columnas AM sea igual al total de la columna AM (Filas 35–89). Variable: Columna AM. De lo contrario, se marca como observación.";"Suma(AM) = Columna AM";;"Filas 35–89";Error;Activa;"Estructura Excel";;;
a32_d1_an_sum_equals;A32;D1;AN;Teleconsultorías;"Suma igual al Total";"Valida que la suma de las columnas AN sea igual al total de la columna AN (Filas 35–89). Variable: Teleconsultorías. De lo contrario, se marca como observación.";"Suma(AN) = Columna AN";;"Filas 35–89";Error;Activa;"Estructura Excel";;;
a32_d1_ao_sum_equals;A32;D1;AO;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AO sea igual al total de la columna AO (Filas 35–89). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AO) = Columna AO";;"Filas 35–89";Error;Activa;"Estructura Excel";;;
a32_d1_ap_sum_equals;A32;D1;AP;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AP sea igual al total de la columna AP (Filas 35–89). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AP) = Columna AP";;"Filas 35–89";Error;Activa;"Estructura Excel";;;
a32_d1_aq_sum_equals;A32;D1;AQ;"Teleconsulta de especialidad resueltas por Médicos Generales";"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 35–89). Variable: Teleconsulta de especialidad resueltas por Médicos Generales. De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 35–89";Error;Activa;"Estructura Excel";;;
a32_d1_ar_sum_equals;A32;D1;AR;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 35–89). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 35–89";Error;Activa;"Estructura Excel";;;
a32_d1_as_sum_equals;A32;D1;AS;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas AS sea igual al total de la columna AS (Filas 35–89). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(AS) = Columna AS";;"Filas 35–89";Error;Activa;"Estructura Excel";;;
a32_d1_b_sum_equals;A32;D1;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 35). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 35";Error;Activa;"Estructura Excel";;;
a32_e2_m_sum_equals;A32;E2;M;"No Contesta";"Suma igual al Total";"Valida que la suma de las columnas M sea igual al total de la columna M (Filas 116–117). Variable: No Contesta. De lo contrario, se marca como observación.";"Suma(M) = Columna M";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_e2_n_sum_equals;A32;E2;N;Embarazadas;"Suma igual al Total";"Valida que la suma de las columnas N sea igual al total de la columna N (Filas 116–117). Variable: Embarazadas. De lo contrario, se marca como observación.";"Suma(N) = Columna N";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_e2_o_sum_equals;A32;E2;O;Beneficiarios;"Suma igual al Total";"Valida que la suma de las columnas O sea igual al total de la columna O (Filas 116–117). Variable: Beneficiarios. De lo contrario, se marca como observación.";"Suma(O) = Columna O";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_e2_p_sum_equals;A32;E2;P;"Usuarios con Discapacidad";"Suma igual al Total";"Valida que la suma de las columnas P sea igual al total de la columna P (Filas 116–117). Variable: Usuarios con Discapacidad. De lo contrario, se marca como observación.";"Suma(P) = Columna P";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_e2_q_sum_equals;A32;E2;Q;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas Q sea igual al total de la columna Q (Filas 116–117). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(Q) = Columna Q";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_e2_r_sum_equals;A32;E2;R;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas R sea igual al total de la columna R (Filas 116–117). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(R) = Columna R";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_e2_s_sum_equals;A32;E2;S;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas S sea igual al total de la columna S (Filas 116–117). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(S) = Columna S";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_e2_t_sum_equals;A32;E2;T;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas T sea igual al total de la columna T (Filas 116–117). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(T) = Columna T";;"Filas 116–117";Error;Activa;"Estructura Excel";;;
a32_f_b_sum_equals;A32;F;B;"TOTAL ACCIONES";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 123). Variable: TOTAL ACCIONES. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 123";Error;Activa;"Estructura Excel";;;
a32_f1_b_sum_equals;A32;F1;B;"TOTAL ACCIONES";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna B (Fila 123). Variable: TOTAL ACCIONES. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna B";;"Fila 123";Error;Activa;"Estructura Excel";;;
a32_f2_an_sum_equals;A32;F2;AN;"SENAME/ Servicio Nacional de Reinserción social Juvenil";"Suma igual al Total";"Valida que la suma de las columnas AN sea igual al total de la columna AN (Filas 130–139). Variable: SENAME/ Servicio Nacional de Reinserción social Juvenil. De lo contrario, se marca como observación.";"Suma(AN) = Columna AN";;"Filas 130–139";Error;Activa;"Estructura Excel";;;
a32_f2_ao_sum_equals;A32;F2;AO;"Servicio Nacional Protección Especializada a la Niñez y Adolescencia";"Suma igual al Total";"Valida que la suma de las columnas AO sea igual al total de la columna AO (Filas 130–139). Variable: Servicio Nacional Protección Especializada a la Niñez y Adolescencia. De lo contrario, se marca como observación.";"Suma(AO) = Columna AO";;"Filas 130–139";Error;Activa;"Estructura Excel";;;
a32_f2_ap_sum_equals;A32;F2;AP;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AP sea igual al total de la columna AP (Filas 130–139). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AP) = Columna AP";;"Filas 130–139";Error;Activa;"Estructura Excel";;;
a32_f2_aq_sum_equals;A32;F2;AQ;Migrantes;"Suma igual al Total";"Valida que la suma de las columnas AQ sea igual al total de la columna AQ (Filas 130–139). Variable: Migrantes. De lo contrario, se marca como observación.";"Suma(AQ) = Columna AQ";;"Filas 130–139";Error;Activa;"Estructura Excel";;;
a32_f2_ar_sum_equals;A32;F2;AR;Demencia;"Suma igual al Total";"Valida que la suma de las columnas AR sea igual al total de la columna AR (Filas 130–139). Variable: Demencia. De lo contrario, se marca como observación.";"Suma(AR) = Columna AR";;"Filas 130–139";Error;Activa;"Estructura Excel";;;
a32_f2_as_sum_equals;A32;F2;AS;"Espacios Amigables/ Adolescentes";"Suma igual al Total";"Valida que la suma de las columnas AS sea igual al total de la columna AS (Filas 130–139). Variable: Espacios Amigables/ Adolescentes. De lo contrario, se marca como observación.";"Suma(AS) = Columna AS";;"Filas 130–139";Error;Activa;"Estructura Excel";;;
a32_i_b_sum_equals;A32;I;B;"TOTAL ACCIONES";"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 175). Variable: TOTAL ACCIONES. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 175";Error;Activa;"Estructura Excel";;;
a32_i_e_sum_equals;A32;I;E;"TOTAL USUARIOS";"Suma igual al Total";"Valida que la suma de las columnas F + G + H + I + K + L + M + N + O + P + Q + R + S + T sea igual al total de la columna E. Variable: TOTAL USUARIOS. De lo contrario, se marca como observación.";"Suma(F + G + H + I + K + L + M + N + O + P + Q + R + S + T) = Columna E";;—;Error;Activa;"Estructura Excel";;;
a32_k_b_sum_equals;A32;K;B;"TOTAL ACCIONES";"Suma igual al Total";"Valida que la suma de las columnas C + D sea igual al total de la columna B (Fila 187). Variable: TOTAL ACCIONES. De lo contrario, se marca como observación.";"Suma(C + D) = Columna B";;"Fila 187";Error;Activa;"Estructura Excel";;;
a32_k_f_sum_equals;A32;K;F;"TOTAL USUARIOS";"Suma igual al Total";"Valida que la suma de las columnas G + H + I + J + K + L sea igual al total de la columna F (Fila 187). Variable: TOTAL USUARIOS. De lo contrario, se marca como observación.";"Suma(G + H + I + J + K + L) = Columna F";;"Fila 187";Error;Activa;"Estructura Excel";;;
a32_l_c_sum_equals;A32;L;C;"TOTAL
 ACCIONES";"Suma igual al Total";"Valida que la suma de las columnas E + G sea igual al total de la columna C. Variable: TOTAL
 ACCIONES. De lo contrario, se marca como observación.";"Suma(E + G) = Columna C";;—;Error;Activa;"Estructura Excel";;;
a32_m_c_sum_equals;A32;M;C;"Nº DE PARTICIPANTES";"Suma igual al Total";"Valida que la suma de las columnas D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S sea igual al total de la columna C (Fila 200). Variable: Nº DE PARTICIPANTES. De lo contrario, se marca como observación.";"Suma(D + E + F + G + H + I + J + K + L + M + N + O + P + Q + R + S) = Columna C";;"Fila 200";Error;Activa;"Estructura Excel";;;
a32_n_b_sum_equals;A32;N;B;"N° DE ARCHIVOS MULTIMEDIA";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G + H + I + J sea igual al total de la columna B (Fila 206). Variable: N° DE ARCHIVOS MULTIMEDIA. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G + H + I + J) = Columna B";;"Fila 206";Error;Activa;"Estructura Excel";;;
a32_o_b_sum_equals;A32;O;B;"TOTAL ACCIONES";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F + G sea igual al total de la columna B (Fila 211). Variable: TOTAL ACCIONES. De lo contrario, se marca como observación.";"Suma(C + D + E + F + G) = Columna B";;"Fila 211";Error;Activa;"Estructura Excel";;;
a33_c_c_sum_equals;A33;C;C;"Nº de sesiones";"Suma igual al Total";"Valida que la suma de las columnas C sea igual al total de la columna C (Filas 54–55). Variable: Nº de sesiones. De lo contrario, se marca como observación.";"Suma(C) = Columna C";;"Filas 54–55";Error;Activa;"Estructura Excel";;;
a33_c_d_sum_equals;A33;C;D;"Nº de participantes";"Suma igual al Total";"Valida que la suma de las columnas D sea igual al total de la columna D (Filas 54–55). Variable: Nº de participantes. De lo contrario, se marca como observación.";"Suma(D) = Columna D";;"Filas 54–55";Error;Activa;"Estructura Excel";;;
a34_a.1_an_sum_equals;A34;A.1;AN;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AN sea igual al total de la columna AN (Filas 13–15). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AN) = Columna AN";;"Filas 13–15";Error;Activa;"Estructura Excel";;;
a34_a.2_b_sum_equals;A34;A.2;B;TOTAL;"Suma igual al Total";"Valida que la suma de las columnas D + E + F + G + H + I + J + K sea igual al total de la columna B (Fila 21). Variable: TOTAL. De lo contrario, se marca como observación.";"Suma(D + E + F + G + H + I + J + K) = Columna B";;"Fila 21";Error;Activa;"Estructura Excel";;;
a34_b_aj_sum_equals;A34;B;AJ;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AJ sea igual al total de la columna AJ (Filas 29–33). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AJ) = Columna AJ";;"Filas 29–33";Error;Activa;"Estructura Excel";;;
a34_c_ai_sum_equals;A34;C;AI;"Pueblos Originarios";"Suma igual al Total";"Valida que la suma de las columnas AI sea igual al total de la columna AI (Filas 55–57). Variable: Pueblos Originarios. De lo contrario, se marca como observación.";"Suma(AI) = Columna AI";;"Filas 55–57";Error;Activa;"Estructura Excel";;;
a34_f_b_sum_equals;A34;F;B;"TOTAL ACTIVIDADES";"Suma igual al Total";"Valida que la suma de las columnas C + D + E + F sea igual al total de la columna B (Fila 97). Variable: TOTAL ACTIVIDADES. De lo contrario, se marca como observación.";"Suma(C + D + E + F) = Columna B";;"Fila 97";Error;Activa;"Estructura Excel";;;
a34_i_b_sum_equals;A34;I;B;"Rescate telefónico y/o correo electrónico";"Suma igual al Total";"Valida que la suma de las columnas B sea igual al total de la columna B (Filas 117–124). Variable: Rescate telefónico y/o correo electrónico. De lo contrario, se marca como observación.";"Suma(B) = Columna B";;"Filas 117–124";Error;Activa;"Estructura Excel";;;
